date,hour,Number of day in a week,zone_044_temp,cerc_templogger_4,zone_044_co2
2019-08-19 01:00:00,1,1.0,71.805,74.3372,409.44444444444446
2019-08-19 02:00:00,2,1.0,71.325,74.30000000000001,411.2166666666666
2019-08-19 03:00:00,3,1.0,71.07333333333334,74.3768375,410.7166666666666
2019-08-19 04:00:00,4,1.0,71.195,74.3744,407.5833333333333
2019-08-19 05:00:00,5,1.0,71.2,74.4119,409.85
2019-08-19 06:00:00,6,1.0,71.185,74.18719999999999,411.8666666666667
2019-08-19 07:00:00,7,1.0,71.205,74.1497,416.55
2019-08-19 08:00:00,8,1.0,71.205,73.99940000000001,421.1
2019-08-19 09:00:00,9,1.0,71.185,73.9058,432.4
2019-08-19 10:00:00,10,1.0,71.225,73.7183,438.73333333333335
2019-08-19 11:00:00,11,1.0,71.18,73.6244,434.81666666666666
2019-08-19 12:00:00,12,1.0,71.2,73.6805,432.1833333333333
2019-08-19 13:00:00,13,1.0,71.22,73.5122,425.2
2019-08-19 14:00:00,14,1.0,71.185,73.36189999999999,419.78333333333336
2019-08-19 15:00:00,15,1.0,71.21000000000001,73.3997,414.6333333333333
2019-08-19 16:00:00,16,1.0,71.195,73.15549999999999,417.3
2019-08-19 17:00:00,17,1.0,71.205,73.1183,414.01666666666665
2019-08-19 18:00:00,18,1.0,71.22,73.3058,414.65
2019-08-19 19:00:00,19,1.0,71.185,73.4933,416.28333333333336
2019-08-19 20:00:00,20,1.0,71.24000000000001,73.6994,413.75
2019-08-19 21:00:00,21,1.0,71.19000000000001,73.9433,412.73333333333335
2019-08-19 22:00:00,22,1.0,71.36999999999999,74.16829999999999,415.48333333333335
2019-08-19 23:00:00,23,1.0,71.67666666666668,74.3372,412.1
2019-08-20 00:00:00,0,2.0,71.58,74.58109999999999,412.6833333333333
2019-08-20 01:00:00,1,2.0,71.53666666666666,74.7122,408.9666666666666
2019-08-20 02:00:00,2,2.0,71.25,74.5808,409.78333333333336
2019-08-20 03:00:00,3,2.0,71.125,74.3555,408.31666666666666
2019-08-20 04:00:00,4,2.0,71.2,74.5997,409.01666666666665
2019-08-20 05:00:00,5,2.0,71.195,74.243,410.78333333333336
2019-08-20 06:00:00,6,2.0,71.2,73.8119,411.05
2019-08-20 07:00:00,7,2.0,71.21000000000001,73.5683,414.31666666666666
2019-08-20 08:00:00,8,2.0,71.195,73.60549999999999,423.2166666666666
2019-08-20 09:00:00,9,2.0,71.2,73.58689999999999,429.1166666666667
2019-08-20 10:00:00,10,2.0,71.2,73.62469999999999,436.5
2019-08-20 11:00:00,11,2.0,71.195,73.4555,433.28333333333336
2019-08-20 12:00:00,12,2.0,71.215,73.2122,420.1833333333333
2019-08-20 13:00:00,13,2.0,71.19000000000001,72.9686,420.03333333333336
2019-08-20 14:00:00,14,2.0,71.2,72.9494,449.15
