date,hour,Number of day in a week,zone_062_temp,cerc_templogger_13,zone_062_co2
2019-08-19 01:00:00,1,1.0,70.25166666666668,71.29939999999999,414.8148148148149
2019-08-19 02:00:00,2,1.0,70.20666666666668,71.4116,412.6833333333333
2019-08-19 03:00:00,3,1.0,69.975,71.1777875,415.4333333333333
2019-08-19 04:00:00,4,1.0,70.155,71.07410000000002,414.3
2019-08-19 05:00:00,5,1.0,69.9,70.8869,417.06666666666666
2019-08-19 06:00:00,6,1.0,69.87000000000002,70.7183,414.4666666666666
2019-08-19 07:00:00,7,1.0,69.89000000000001,70.6997,421.65
2019-08-19 08:00:00,8,1.0,69.88833333333334,70.6058,425.65
2019-08-19 09:00:00,9,1.0,69.74000000000001,70.5119,433.95
2019-08-19 10:00:00,10,1.0,69.70333333333333,70.34360000000001,440.4333333333333
2019-08-19 11:00:00,11,1.0,69.73333333333333,70.4744,440.78333333333336
2019-08-19 12:00:00,12,1.0,69.73333333333333,70.2872,436.4333333333333
2019-08-19 13:00:00,13,1.0,69.74000000000001,70.21189999999999,424.6666666666667
2019-08-19 14:00:00,14,1.0,69.46166666666667,70.36160000000001,420.95
2019-08-19 15:00:00,15,1.0,69.83833333333334,70.4558,417.76666666666665
2019-08-19 16:00:00,16,1.0,70.33666666666666,70.3433,424.2
2019-08-19 17:00:00,17,1.0,70.4,70.2869,415.9
2019-08-19 18:00:00,18,1.0,70.56666666666666,70.17439999999999,418.9333333333333
2019-08-19 19:00:00,19,1.0,70.97666666666667,70.3808,421.01666666666665
2019-08-19 20:00:00,20,1.0,71.125,70.54939999999999,419.3333333333333
2019-08-19 21:00:00,21,1.0,71.24000000000001,70.92439999999999,419.05
2019-08-19 22:00:00,22,1.0,71.39333333333335,71.6558,421.5833333333333
2019-08-19 23:00:00,23,1.0,70.97000000000001,72.0497,417.65
2019-08-20 00:00:00,0,2.0,70.73,72.3869,417.7
2019-08-20 01:00:00,1,2.0,70.7,72.2558,412.26666666666665
2019-08-20 02:00:00,2,2.0,70.44000000000001,72.7619,411.6166666666667
2019-08-20 03:00:00,3,2.0,70.3,71.89939999999999,414.8666666666667
2019-08-20 04:00:00,4,2.0,70.22666666666667,71.2619,411.8666666666667
2019-08-20 05:00:00,5,2.0,69.98,71.11189999999999,414.6833333333333
2019-08-20 06:00:00,6,2.0,69.89166666666667,71.1122,414.75
2019-08-20 07:00:00,7,2.0,69.935,70.9808,421.1
2019-08-20 08:00:00,8,2.0,69.89000000000001,70.7561,428.03333333333336
2019-08-20 09:00:00,9,2.0,69.82666666666667,70.5683,434.3833333333333
2019-08-20 10:00:00,10,2.0,69.65,70.23079999999999,442.9666666666666
2019-08-20 11:00:00,11,2.0,69.405,70.0805,444.6166666666667
2019-08-20 12:00:00,12,2.0,69.415,69.87469999999999,423.1
2019-08-20 13:00:00,13,2.0,69.56500000000001,69.70580000000001,422.3833333333333
2019-08-20 14:00:00,14,2.0,69.55333333333333,69.5369,425.06666666666666
2019-08-20 15:00:00,15,2.0,69.22,69.49940000000001,428.05
2019-08-20 16:00:00,16,2.0,69.6,69.4433,425.4
2019-08-20 17:00:00,17,2.0,69.935,69.4247,419.8666666666667
2019-08-20 18:00:00,18,2.0,70.19666666666667,69.2933,415.3666666666667
2019-08-20 19:00:00,19,2.0,70.59666666666666,69.3497,419.95
2019-08-20 20:00:00,20,2.0,70.70333333333333,69.5183,418.8666666666667
2019-08-20 21:00:00,21,2.0,70.74000000000001,69.7247,423.75
2019-08-20 22:00:00,22,2.0,70.81333333333333,69.8555,425.7
2019-08-20 23:00:00,23,2.0,70.77333333333334,70.2122,423.78333333333336
2019-08-21 00:00:00,0,3.0,70.84333333333333,70.8305,424.05
2019-08-21 01:00:00,1,3.0,70.75166666666668,71.1497,420.51666666666665
2019-08-21 02:00:00,2,3.0,70.41000000000001,71.2997,419.2166666666666
2019-08-21 03:00:00,3,3.0,70.23666666666666,71.0555,419.2166666666666
2019-08-21 04:00:00,4,3.0,70.045,70.9622,419.3333333333333
2019-08-21 05:00:00,5,3.0,69.985,70.94300000000001,418.7166666666666
2019-08-21 06:00:00,6,3.0,69.78666666666666,70.92439999999999,417.7166666666666
2019-08-21 07:00:00,7,3.0,69.7,70.9058,419.95
2019-08-21 08:00:00,8,3.0,69.7,70.8872,423.1666666666667
2019-08-21 09:00:00,9,3.0,69.76333333333334,70.6616,425.4666666666666
2019-08-21 10:00:00,10,3.0,69.58833333333334,70.4369,426.01666666666665
2019-08-21 11:00:00,11,3.0,69.4,70.3622,444.6
2019-08-21 12:00:00,12,3.0,69.4,70.0805,525.25
2019-08-21 13:00:00,13,3.0,69.4,69.9872,545.25
2019-08-21 14:00:00,14,3.0,69.28,69.8558,560.7333333333333
2019-08-21 15:00:00,15,3.0,69.5,69.61189999999999,567.45
2019-08-21 16:00:00,16,3.0,69.81,69.5369,555.4833333333333
2019-08-21 17:00:00,17,3.0,70.25,69.3494,526.9333333333333
2019-08-21 18:00:00,18,3.0,70.34333333333333,69.9311,496.3666666666667
2019-08-21 19:00:00,19,3.0,70.475,69.68719999999999,461.2166666666666
2019-08-21 20:00:00,20,3.0,70.56,69.9308,423.1666666666667
2019-08-21 21:00:00,21,3.0,70.80666666666667,70.0997,427.76666666666665
2019-08-21 22:00:00,22,3.0,70.555,69.968,426.51666666666665
2019-08-21 23:00:00,23,3.0,70.47000000000001,70.6616,433.06666666666666
2019-08-22 00:00:00,0,4.0,70.63166666666667,70.7558,435.9
2019-08-22 01:00:00,1,4.0,70.74333333333334,71.09360000000001,433.5
2019-08-22 02:00:00,2,4.0,70.7,71.4305,432.5
2019-08-22 03:00:00,3,4.0,70.7,70.6619,429.56666666666666
2019-08-22 04:00:00,4,4.0,70.435,70.4369,428.2166666666666
2019-08-22 05:00:00,5,4.0,70.29666666666667,70.5119,429.26666666666665
2019-08-22 06:00:00,6,4.0,70.2,70.4375,434.6
2019-08-22 07:00:00,7,4.0,70.20666666666668,70.23049999999999,435.25
2019-08-22 08:00:00,8,4.0,70.27666666666667,70.1936,443.15
2019-08-22 09:00:00,9,4.0,70.2,70.0247,448.6666666666667
2019-08-22 10:00:00,10,4.0,69.985,70.0247,454.31666666666666
2019-08-22 11:00:00,11,4.0,69.9,69.8369,460.1666666666667
2019-08-22 12:00:00,12,4.0,70.025,69.8183,457.5833333333333
2019-08-22 13:00:00,13,4.0,69.89000000000001,69.5372,456.1166666666667
2019-08-22 14:00:00,14,4.0,69.9,69.4433,454.6
2019-08-22 15:00:00,15,4.0,70.13000000000001,69.2558,460.9666666666666
2019-08-22 16:00:00,16,4.0,70.33666666666667,69.1622,454.76666666666665
2019-08-22 17:00:00,17,4.0,70.655,69.12469999999999,440.1
2019-08-22 18:00:00,18,4.0,70.7,69.64939999999999,430.98333333333335
2019-08-22 19:00:00,19,4.0,71.28,69.5933,430.8333333333333
2019-08-22 20:00:00,20,4.0,71.935,69.46189999999999,425.78333333333336
